"kategori1";"word";"Frekvens";"Sqrt_tf_idf"
"1100 - Kultur og kunst";"delane";2;0.0116221461458349
"10100 - Tros- og livssynsorganisasjoner";"delar";1;0.00980409211909088
"1100 - Kultur og kunst";"delar";5;0.0106457586885192
"1200 - Idrett";"delar";4;0.00840518037265003
"12100 - Andre";"delar";1;0.0580642025918307
"1300 - Rekreasjon og sosiale foreninger";"delar";9;0.0149983934789882
"2100 - Grunn og videregående utdanning";"delar";1;0.0533934436794921
"2200 - Høgskole og universitet";"delar";2;0.0964634981661221
"6100 - Lokalsamfunnsutvikling";"delar";1;0.00927259339700368
"7100 - Interesseorganisasjoner";"delar";5;0.0134681427532907
"9100 - Internasjonale aktiviteter";"delar";1;0.0144261671171837
"1200 - Idrett";"delast";2;0.0102591589564436
"1300 - Rekreasjon og sosiale foreninger";"delegerer";1;0.0086298492094803
"1100 - Kultur og kunst";"delegering";1;0.00821809835166093
"9100 - Internasjonale aktiviteter";"delegert";1;0.0249017963956876
"1300 - Rekreasjon og sosiale foreninger";"deleide";1;0.0086298492094803
"1300 - Rekreasjon og sosiale foreninger";"delemarkeder";1;0.0086298492094803
"1100 - Kultur og kunst";"delens";1;0.00821809835166093
"1200 - Idrett";"delfana";1;0.00725432086737195
"1300 - Rekreasjon og sosiale foreninger";"delfinansierast";1;0.0086298492094803
"1200 - Idrett";"deligerte";1;0.00725432086737195
"7100 - Interesseorganisasjoner";"deling";1;0.0103968655498567
"10100 - Tros- og livssynsorganisasjoner";"delk";1;0.0169233798424088
"1100 - Kultur og kunst";"delmål";1;0.00735049062403712
"6100 - Lokalsamfunnsutvikling";"delmål";1;0.0143161397399921
"10100 - Tros- og livssynsorganisasjoner";"dels";2;0.0214065704040773
"1300 - Rekreasjon og sosiale foreninger";"dels";1;0.00771877178718831
"1100 - Kultur og kunst";"delstrategier";1;0.00821809835166093
"1100 - Kultur og kunst";"delt";1;0.00735049062403712
"1300 - Rekreasjon og sosiale foreninger";"delt";1;0.00771877178718831
"10100 - Tros- og livssynsorganisasjoner";"delta";5;0.0154186293631078
"1100 - Kultur og kunst";"delta";69;0.027814390287843
"1200 - Idrett";"delta";41;0.018926153316603
"1300 - Rekreasjon og sosiale foreninger";"delta";13;0.0126779357922032
"13100 - Barne- og ungdomsorganisasjoner";"delta";10;0.0207788492702319
"14100 - Mangfold og inkludering";"delta";2;0.0221804975578574
"2200 - Høgskole og universitet";"delta";4;0.0959469974436771
"2300 - Annen utdanning";"delta";1;0.026586379197807
"3100 - Sykehus og rehabilitering";"delta";3;0.0644147549895381
"3400 - Andre helsetjenester";"delta";4;0.0204522503341843
"4100 - Sosiale tjenester";"delta";3;0.0129084206078856
"4300 - Økonomisk og materiell støtte";"delta";1;0.0227059302744205
"5100 - Natur- og miljøvern";"delta";3;0.02500791494063
"6100 - Lokalsamfunnsutvikling";"delta";5;0.0145827557601996
"7100 - Interesseorganisasjoner";"delta";21;0.0194126909067752
"8100 - Pengeutdelende stiftelser";"delta";1;0.0272471163293047
"8200 - Frivillighetssentraler";"delta";2;0.0297519009063949
"9100 - Internasjonale aktiviteter";"delta";8;0.0286978483224982
"1200 - Idrett";"deltagende";1;0.00725432086737195
"10100 - Tros- og livssynsorganisasjoner";"deltager";1;0.0151367310946703
"1200 - Idrett";"deltager";1;0.00648846183601557
"1100 - Kultur og kunst";"deltagere";3;0.012731423221391
"1200 - Idrett";"deltagere";1;0.00648846183601557
"13100 - Barne- og ungdomsorganisasjoner";"deltagerne";1;0.0161267861952753
"6100 - Lokalsamfunnsutvikling";"deltakande";1;0.0143161397399921
"7100 - Interesseorganisasjoner";"deltakande";2;0.0131511102656344
"1100 - Kultur og kunst";"deltakar";5;0.0164361967033219
"7100 - Interesseorganisasjoner";"deltakar";1;0.00929923924896211
"1100 - Kultur og kunst";"deltakarane";1;0.00679178720899842
"1300 - Rekreasjon og sosiale foreninger";"deltakarane";1;0.00713207569056261
"13100 - Barne- og ungdomsorganisasjoner";"deltakarane";2;0.0188484465483299
"1200 - Idrett";"deltakarane sine";1;0.00725432086737195
"10100 - Tros- og livssynsorganisasjoner";"deltakarar";2;0.0185386337778311
"1100 - Kultur og kunst";"deltakarar";1;0.00636571161069548
"13100 - Barne- og ungdomsorganisasjoner";"deltakarar";1;0.0124917548724298
"9100 - Internasjonale aktiviteter";"deltakarar";1;0.0192888485462292
"1200 - Idrett";"deltakelsei";1;0.00725432086737195
"2100 - Grunn og videregående utdanning";"deltakeravgifter";1;0.0921653445832879
"10100 - Tros- og livssynsorganisasjoner";"deltaking";5;0.017693710516059
"1100 - Kultur og kunst";"deltaking";26;0.019593175187203
"1200 - Idrett";"deltaking";24;0.0166168689610397
"1300 - Rekreasjon og sosiale foreninger";"deltaking";16;0.0161402408755004
"13100 - Barne- og ungdomsorganisasjoner";"deltaking";6;0.0184701433717169
"14100 - Mangfold og inkludering";"deltaking";3;0.0311738227923236
"2100 - Grunn og videregående utdanning";"deltaking";1;0.0430937675108388
"2300 - Annen utdanning";"deltaking";2;0.0431466757781689
"3400 - Andre helsetjenester";"deltaking";3;0.0203256704656621
"4100 - Sosiale tjenester";"deltaking";10;0.0270449155300248
"6100 - Lokalsamfunnsutvikling";"deltaking";2;0.0105838273416165
"7100 - Interesseorganisasjoner";"deltaking";69;0.0403806947167241
"8100 - Pengeutdelende stiftelser";"deltaking";2;0.044218977146295
"8200 - Frivillighetssentraler";"deltaking";1;0.0241419791059461
"9100 - Internasjonale aktiviteter";"deltaking";3;0.0201668523393792
"1300 - Rekreasjon og sosiale foreninger";"deltaking si";1;0.0086298492094803
"10100 - Tros- og livssynsorganisasjoner";"deltek";1;0.00939382769924927
"1100 - Kultur og kunst";"deltek";16;0.0182468042790202
"1200 - Idrett";"deltek";15;0.0155954488444481
"1300 - Rekreasjon og sosiale foreninger";"deltek";8;0.013548889121419
"13100 - Barne- og ungdomsorganisasjoner";"deltek";2;0.0126595513282308
"3400 - Andre helsetjenester";"deltek";1;0.0139313411575774
"4100 - Sosiale tjenester";"deltek";1;0.0101529980801998
"4200 - Krisehjelp og støttearbeid";"deltek";3;0.0403974263793679
"5100 - Natur- og miljøvern";"deltek";1;0.0196697427280074
"7100 - Interesseorganisasjoner";"deltek";4;0.0115421818214904
"8200 - Frivillighetssentraler";"deltek";1;0.0286603536131677
"1100 - Kultur og kunst";"delteke";1;0.00735049062403712
"7100 - Interesseorganisasjoner";"delteke";1;0.00929923924896211
"1300 - Rekreasjon og sosiale foreninger";"deltidsansatt";1;0.0086298492094803
"1100 - Kultur og kunst";"delvis";2;0.00960503758371768
"1200 - Idrett";"delvis";3;0.0103841301960372
"13100 - Barne- og ungdomsorganisasjoner";"delvis";1;0.0133278643691562
"1200 - Idrett";"demed";1;0.00725432086737195
"1100 - Kultur og kunst";"demens";1;0.00601447119158042
"1300 - Rekreasjon og sosiale foreninger";"demens";1;0.00631581385827687
"3400 - Andre helsetjenester";"demens";13;0.0662270225508388
"4100 - Sosiale tjenester";"demens";1;0.0133864349127139
"7100 - Interesseorganisasjoner";"demens";6;0.0186382085775908
"3400 - Andre helsetjenester";"demensaksjonen";1;0.025097903184099
"3400 - Andre helsetjenester";"demensarbeide";1;0.0224482470449416
"7100 - Interesseorganisasjoner";"demensarbeide";1;0.00929923924896211
"3400 - Andre helsetjenester";"demensdagen";1;0.025097903184099
"3400 - Andre helsetjenester";"demensforeining";1;0.025097903184099
"3400 - Andre helsetjenester";"demensforeininga";1;0.025097903184099
"3400 - Andre helsetjenester";"demensforenig";1;0.025097903184099
"3400 - Andre helsetjenester";"demenskafear";1;0.025097903184099
"3400 - Andre helsetjenester";"demensmiddel";1;0.025097903184099
"3400 - Andre helsetjenester";"demensplanen";1;0.025097903184099
"3400 - Andre helsetjenester";"demenssaka";2;0.0317466154224581
"7100 - Interesseorganisasjoner";"demenssaka";1;0.00929923924896211
"1300 - Rekreasjon og sosiale foreninger";"demenssamskipnad";1;0.00668465245371969
"3400 - Andre helsetjenester";"demenssamskipnad";13;0.0700946289316064
"4100 - Sosiale tjenester";"demenssamskipnad";2;0.0200368496402046
"7100 - Interesseorganisasjoner";"demenssamskipnad";6;0.0197266653984516
"3400 - Andre helsetjenester";"demenssamskipnaden";3;0.0359261602948143
"4100 - Sosiale tjenester";"demenssamskipnaden";2;0.0213779742811972
"7100 - Interesseorganisasjoner";"demenssamskipnaden";7;0.0227333890362438
"7100 - Interesseorganisasjoner";"demenssamskipnaden sin";1;0.0103968655498567
"7100 - Interesseorganisasjoner";"demenssjukdom";1;0.0103968655498567
"7100 - Interesseorganisasjoner";"demenssjuke";1;0.0103968655498567
"1300 - Rekreasjon og sosiale foreninger";"demente";1;0.00668465245371969
"3400 - Andre helsetjenester";"demente";6;0.0476199231336871
"4100 - Sosiale tjenester";"demente";1;0.0141681922542039
"7100 - Interesseorganisasjoner";"demente";1;0.00805337742547051
"10100 - Tros- og livssynsorganisasjoner";"demetrios";1;0.0169233798424088
"1200 - Idrett";"demo";2;0.0102591589564436
"1200 - Idrett";"demokrari";1;0.00725432086737195
"7300 - Politiske organisasjoner";"demokratene";4;0.142052656509976
"1100 - Kultur og kunst";"demokrati";1;0.00497188158216356
"1200 - Idrett";"demokrati";436;0.0916409214755001
"1300 - Rekreasjon og sosiale foreninger";"demokrati";11;0.0173160564005799
"13100 - Barne- og ungdomsorganisasjoner";"demokrati";4;0.0195131447283237
"14100 - Mangfold og inkludering";"demokrati";1;0.0232879930921253
"2100 - Grunn og videregående utdanning";"demokrati";1;0.0557592717486515
"7100 - Interesseorganisasjoner";"demokrati";2;0.00889542838145924
"8100 - Pengeutdelende stiftelser";"demokrati";1;0.0404572466568066
"9100 - Internasjonale aktiviteter";"demokrati";1;0.0150653810120785
"13100 - Barne- og ungdomsorganisasjoner";"demokratiets";1;0.0161267861952753
"1100 - Kultur og kunst";"demokratiforståing";1;0.00821809835166093
"14100 - Mangfold og inkludering";"demokratiseringsbevegelsen";1;0.0384930764100387
"1100 - Kultur og kunst";"demokratisk";7;0.0151111421713119
"13100 - Barne- og ungdomsorganisasjoner";"demokratisk";5;0.0250616561748221
"5100 - Natur- og miljøvern";"demokratisk";1;0.0246274887182889
"7100 - Interesseorganisasjoner";"demokratisk";5;0.0161571354981254
"7300 - Politiske organisasjoner";"demokratisk";1;0.0493624039053843
"9100 - Internasjonale aktiviteter";"demokratisk";3;0.0299756246793574
"1200 - Idrett";"demoktari";1;0.00725432086737195
"1300 - Rekreasjon og sosiale foreninger";"demonstrasjon";1;0.0086298492094803
"1100 - Kultur og kunst";"demonstrasjonar";5;0.0151868978880341
"1300 - Rekreasjon og sosiale foreninger";"demonstrasjonar";1;0.00713207569056261
"9100 - Internasjonale aktiviteter";"demonstrasjonar";1;0.0205799072977914
"1100 - Kultur og kunst";"demonstrerer";2;0.0116221461458349
"1100 - Kultur og kunst";"demonterte";1;0.00821809835166093
"1300 - Rekreasjon og sosiale foreninger";"demostrasjoner";1;0.0086298492094803
"4100 - Sosiale tjenester";"dempande";1;0.0182910575487989
"4100 - Sosiale tjenester";"dempar";1;0.0182910575487989
"1100 - Kultur og kunst";"demring";3;0.0142341638866748
"10100 - Tros- og livssynsorganisasjoner";"den sin";1;0.00900297563041125
"1100 - Kultur og kunst";"den sin";9;0.0131157026333922
"1200 - Idrett";"den sin";19;0.0168218026601393
"1300 - Rekreasjon og sosiale foreninger";"den sin";12;0.0159035032761591
"13100 - Barne- og ungdomsorganisasjoner";"den sin";1;0.00857920016361523
"14100 - Mangfold og inkludering";"den sin";1;0.0204777197041161
"3400 - Andre helsetjenester";"den sin";1;0.0133516952786603
"4100 - Sosiale tjenester";"den sin";3;0.0168538225055068
"5100 - Natur- og miljøvern";"den sin";2;0.0266598168695088
"6100 - Lokalsamfunnsutvikling";"den sin";2;0.0120418969286329
"7100 - Interesseorganisasjoner";"den sin";9;0.0165929137175294
"7300 - Politiske organisasjoner";"den sin";1;0.0377849051638512
"1200 - Idrett";"dene";1;0.00725432086737195
"1100 - Kultur og kunst";"denne sin";1;0.00735049062403712
"1200 - Idrett";"denne sin";1;0.00648846183601557
"1100 - Kultur og kunst";"denårlege";2;0.0116221461458349
"1100 - Kultur og kunst";"deo";2;0.0116221461458349
"1200 - Idrett";"deomkrati";1;0.00725432086737195
"7100 - Interesseorganisasjoner";"departement";1;0.0103968655498567
"7100 - Interesseorganisasjoner";"departementa";1;0.0103968655498567
"8200 - Frivillighetssentraler";"departementet";1;0.0516328451129833
"8200 - Frivillighetssentraler";"departementets";1;0.0516328451129833
"7100 - Interesseorganisasjoner";"departentet";1;0.0103968655498567
"4100 - Sosiale tjenester";"depresjonar";1;0.0182910575487989
"1200 - Idrett";"derby";4;0.0145086417347439
"13100 - Barne- og ungdomsorganisasjoner";"deretter";1;0.0144242360764963
"5200 - Dyrevern";"deretter";1;0.046797847014382
"1100 - Kultur og kunst";"dergjennom";1;0.00821809835166093
"1100 - Kultur og kunst";"derigjennom";2;0.0085057467296353
"1200 - Idrett";"derigjennom";2;0.00750823528181595
"1300 - Rekreasjon og sosiale foreninger";"derigjennom";2;0.00893190961579909
"13100 - Barne- og ungdomsorganisasjoner";"derigjennom";2;0.0166912530211162
"8100 - Pengeutdelende stiftelser";"derigjennom";1;0.0489410176986033
"7100 - Interesseorganisasjoner";"deriing";1;0.0103968655498567
"1200 - Idrett";"derimot";1;0.00725432086737195
"1300 - Rekreasjon og sosiale foreninger";"dermatitis";1;0.00713207569056261
"4100 - Sosiale tjenester";"dermatitis";1;0.0151165105822662
"7100 - Interesseorganisasjoner";"dermatitis";6;0.0210470285057035
"1100 - Kultur og kunst";"dermed";6;0.0133304904066201
"1200 - Idrett";"dermed";8;0.0135875426893987
"1300 - Rekreasjon og sosiale foreninger";"dermed";6;0.0139983871176602
"13100 - Barne- og ungdomsorganisasjoner";"dermed";1;0.0106794034872363
"6100 - Lokalsamfunnsutvikling";"dermed";4;0.0211987424293697
"8100 - Pengeutdelende stiftelser";"dermed";1;0.0442839190756923
"9100 - Internasjonale aktiviteter";"dermed";1;0.0164903489167895
"7100 - Interesseorganisasjoner";"ders";1;0.0103968655498567
"10100 - Tros- og livssynsorganisasjoner";"dersom";1;0.0102385049370241
"1100 - Kultur og kunst";"dersom";3;0.00861155150952322
"1200 - Idrett";"dersom";1;0.00438880416955607
"1300 - Rekreasjon og sosiale foreninger";"dersom";1;0.00522098744812323
"2100 - Grunn og videregående utdanning";"dersom";1;0.0557592717486515
"4100 - Sosiale tjenester";"dersom";1;0.0110659386458653
"4200 - Krisehjelp og støttearbeid";"dersom";2;0.0359502589157793
"6100 - Lokalsamfunnsutvikling";"dersom";2;0.0136944746066487
"7100 - Interesseorganisasjoner";"dersom";2;0.00889542838145924
"1100 - Kultur og kunst";"dertil";2;0.00807724524684007
"1200 - Idrett";"dertil";6;0.0123494985469191
"1300 - Rekreasjon og sosiale foreninger";"dertil";3;0.0103882112291155
"13100 - Barne- og ungdomsorganisasjoner";"dertil";1;0.0112079133671259
"6200 - Bolig- og lokalmiljø";"dertil";1;0.0669915851138295
"9100 - Internasjonale aktiviteter";"dertil";1;0.0173064349777542
"10100 - Tros- og livssynsorganisasjoner";"dertilhørende";1;0.0131087936582383
"1200 - Idrett";"dertilhørende";3;0.00973269275402335
"1300 - Rekreasjon og sosiale foreninger";"dertilhørende";1;0.00668465245371969
"4100 - Sosiale tjenester";"dertilhørende";1;0.0141681922542039
"1200 - Idrett";"derunder";2;0.00847860680097272
"1300 - Rekreasjon og sosiale foreninger";"derunder";1;0.00713207569056261
"8100 - Pengeutdelende stiftelser";"derunder";1;0.0552662017013329
"1200 - Idrett";"dervd";1;0.00725432086737195
"1100 - Kultur og kunst";"desentralisering";1;0.00821809835166093
"1200 - Idrett";"desentralisert";1;0.00648846183601557
"7100 - Interesseorganisasjoner";"desentralisert";1;0.00929923924896211
"1100 - Kultur og kunst";"desentraliserte";1;0.00821809835166093
"1200 - Idrett";"deset";1;0.00725432086737195
"1100 - Kultur og kunst";"design";9;0.0203753616269953
"1300 - Rekreasjon og sosiale foreninger";"design";1;0.00713207569056261
"9100 - Internasjonale aktiviteter";"design";1;0.0205799072977914
"1100 - Kultur og kunst";"designfaglig";2;0.0103951635306096
"9100 - Internasjonale aktiviteter";"designfaglig";1;0.0222728438010467
"1100 - Kultur og kunst";"designmiljø";2;0.0116221461458349
"1100 - Kultur og kunst";"designrelaterte";2;0.0116221461458349
"1300 - Rekreasjon og sosiale foreninger";"desimerende";1;0.0086298492094803
"7100 - Interesseorganisasjoner";"desinformasjon";1;0.0103968655498567
"1300 - Rekreasjon og sosiale foreninger";"desoto";1;0.0086298492094803
"1100 - Kultur og kunst";"dess";1;0.00821809835166093
"1100 - Kultur og kunst";"desse";1;0.00571147488734742
"1200 - Idrett";"desse";3;0.00873241416677991
"1300 - Rekreasjon og sosiale foreninger";"desse";2;0.00848193895052782
"3400 - Andre helsetjenester";"desse";1;0.017442726726687
"6100 - Lokalsamfunnsutvikling";"desse";1;0.0111239204008144
"7100 - Interesseorganisasjoner";"desse";1;0.00722569065909665
"10100 - Tros- og livssynsorganisasjoner";"dessutan";1;0.011206919935343
"1100 - Kultur og kunst";"dessutan";5;0.0121690171638534
"1200 - Idrett";"dessutan";2;0.00679377134469937
"1300 - Rekreasjon og sosiale foreninger";"dessutan";4;0.0114296352200723
"13100 - Barne- og ungdomsorganisasjoner";"dessutan";2;0.0151029572497041
"6100 - Lokalsamfunnsutvikling";"dessutan";1;0.0105993712146848
"7100 - Interesseorganisasjoner";"dessutan";5;0.0153952447284732
"13100 - Barne- og ungdomsorganisasjoner";"destinasjoner";1;0.0161267861952753
"7300 - Politiske organisasjoner";"destruksjon";1;0.0710263282549882
"1300 - Rekreasjon og sosiale foreninger";"destruktive";1;0.0086298492094803
"1100 - Kultur og kunst";"det sitt";8;0.0161544904936801
"1200 - Idrett";"det sitt";5;0.0112734982133748
"1300 - Rekreasjon og sosiale foreninger";"det sitt";3;0.0103882112291155
"4100 - Sosiale tjenester";"det sitt";1;0.0127120547093328
"6100 - Lokalsamfunnsutvikling";"det sitt";3;0.0192671953135624
"7100 - Interesseorganisasjoner";"det sitt";5;0.0161571354981254
"13100 - Barne- og ungdomsorganisasjoner";"det:fagerenget";1;0.0161267861952753
"1300 - Rekreasjon og sosiale foreninger";"detroit";1;0.0086298492094803
"10100 - Tros- og livssynsorganisasjoner";"deutscher";1;0.0169233798424088
"10100 - Tros- og livssynsorganisasjoner";"dev";1;0.0151367310946703
"7100 - Interesseorganisasjoner";"dev";1;0.00929923924896211
"1100 - Kultur og kunst";"developing";1;0.00821809835166093
"9100 - Internasjonale aktiviteter";"development";3;0.0431311765570666
"9100 - Internasjonale aktiviteter";"developments";1;0.0249017963956876
"6100 - Lokalsamfunnsutvikling";"devika";2;0.0226358044398129
"1200 - Idrett";"devle";1;0.00725432086737195
"10100 - Tros- og livssynsorganisasjoner";"dfef";2;0.023933273294326
"1200 - Idrett";"dfs";47;0.0411015714080286
"13100 - Barne- og ungdomsorganisasjoner";"dfs";2;0.0188484465483299
"7100 - Interesseorganisasjoner";"dfs";1;0.00859241340679765
"1200 - Idrett";"dga";1;0.00725432086737195
"4100 - Sosiale tjenester";"dh";1;0.01636001922379
"7100 - Interesseorganisasjoner";"dh";4;0.0185984784979242
"10100 - Tros- og livssynsorganisasjoner";"dhamm";1;0.0169233798424088
"10100 - Tros- og livssynsorganisasjoner";"dhammayut";1;0.0169233798424088
"10100 - Tros- og livssynsorganisasjoner";"dharmagruppa";1;0.0169233798424088
"13100 - Barne- og ungdomsorganisasjoner";"dhlr";1;0.0144242360764963
"9100 - Internasjonale aktiviteter";"dhlr";1;0.0222728438010467
"13100 - Barne- og ungdomsorganisasjoner";"diabetes";2;0.0188484465483299
"4100 - Sosiale tjenester";"diabetes";2;0.0213779742811972
"7100 - Interesseorganisasjoner";"diabetes";54;0.0631410855171105
"7100 - Interesseorganisasjoner";"diabetesfobundet";1;0.0103968655498567
"13100 - Barne- og ungdomsorganisasjoner";"diabetesforbund";1;0.0133278643691562
"4100 - Sosiale tjenester";"diabetesforbund";1;0.0151165105822662
"7100 - Interesseorganisasjoner";"diabetesforbund";121;0.0945165474747741
"7100 - Interesseorganisasjoner";"diabetesforbundet sitt";1;0.0103968655498567
"7100 - Interesseorganisasjoner";"diabetesforum";1;0.0103968655498567
"7100 - Interesseorganisasjoner";"diabeteslag";1;0.0103968655498567
"7100 - Interesseorganisasjoner";"diabetesområdet";1;0.0103968655498567
"7100 - Interesseorganisasjoner";"diabetesomsut";1;0.0103968655498567
"7100 - Interesseorganisasjoner";"diabetespasientar";1;0.0103968655498567
"7100 - Interesseorganisasjoner";"diabetespersonell";1;0.0103968655498567
"7100 - Interesseorganisasjoner";"diabetesrelatert";1;0.0103968655498567
"7100 - Interesseorganisasjoner";"diabetessaka";1;0.0103968655498567
"7100 - Interesseorganisasjoner";"diabetessamskipnad";6;0.0254670155214697
"7100 - Interesseorganisasjoner";"diabetessjukdomen";1;0.0103968655498567
"7100 - Interesseorganisasjoner";"diabetiker";2;0.0147033882667769
"7100 - Interesseorganisasjoner";"diabetikere";17;0.0428673748374045
"7100 - Interesseorganisasjoner";"diabetikerenes";1;0.0103968655498567
"7100 - Interesseorganisasjoner";"diabetikeres";1;0.0103968655498567
"7100 - Interesseorganisasjoner";"diabetikerforening";1;0.0103968655498567
"7100 - Interesseorganisasjoner";"diabetikernes";16;0.0415874621994267
"7100 - Interesseorganisasjoner";"diabetikerr";1;0.0103968655498567
"7100 - Interesseorganisasjoner";"diabetsarbeid";1;0.0103968655498567
"7100 - Interesseorganisasjoner";"diabetsforbund";1;0.0103968655498567
"7100 - Interesseorganisasjoner";"diabetsforbundet";1;0.0103968655498567
"7100 - Interesseorganisasjoner";"diadilten";1;0.0103968655498567
"7100 - Interesseorganisasjoner";"diagnosane";3;0.0180078993718143
"7100 - Interesseorganisasjoner";"diagnosar";5;0.0232480981224053
"1300 - Rekreasjon og sosiale foreninger";"diagnose";3;0.0115781576807825
"14100 - Mangfold og inkludering";"diagnose";1;0.0298166087760739
"4200 - Krisehjelp og støttearbeid";"diagnose";1;0.0325471681831093
"7100 - Interesseorganisasjoner";"diagnose";36;0.0483202645528231
"3400 - Andre helsetjenester";"diagnosefeltet";1;0.0224482470449416
"7100 - Interesseorganisasjoner";"diagnosefeltet";1;0.00929923924896211
"7100 - Interesseorganisasjoner";"diagnosegruppe";3;0.0180078993718143
"7100 - Interesseorganisasjoner";"diagnosegruppene sine";1;0.0103968655498567
"7100 - Interesseorganisasjoner";"diagnoseinformasjon";1;0.0103968655498567
"7100 - Interesseorganisasjoner";"diagnoselag";1;0.0103968655498567
"4100 - Sosiale tjenester";"diagnosesamskipnad";1;0.0182910575487989
"4200 - Krisehjelp og støttearbeid";"diagnoseuavhengige";1;0.0420182134464647
"3400 - Andre helsetjenester";"diagnostiering";2;0.0354937950700798
"7100 - Interesseorganisasjoner";"diagnostikk";2;0.0147033882667769
"7100 - Interesseorganisasjoner";"diagnostisera";1;0.0103968655498567
"3400 - Andre helsetjenester";"diagnostisering";1;0.025097903184099
"10100 - Tros- og livssynsorganisasjoner";"diakonal";3;0.0185386337778311
"1100 - Kultur og kunst";"diakonal";1;0.00519758176530479
"14100 - Mangfold og inkludering";"diakonal";2;0.034429254206376
"2200 - Høgskole og universitet";"diakonal";2;0.105310753909366
"3100 - Sykehus og rehabilitering";"diakonal";1;0.0577272757721743
"3200 - Sykehjem";"diakonal";1;0.123426107320738
"4100 - Sosiale tjenester";"diakonal";6;0.0283363845084078
"9100 - Internasjonale aktiviteter";"diakonal";1;0.0157492788880289
"10100 - Tros- og livssynsorganisasjoner";"diakonalt";2;0.0185386337778311
"3100 - Sykehus og rehabilitering";"diakonalt";1;0.0707011849413784
"4100 - Sosiale tjenester";"diakonalt";5;0.0316810409986859
"7100 - Interesseorganisasjoner";"diakonalt";1;0.00805337742547051
"7100 - Interesseorganisasjoner";"diakonheimen";1;0.0103968655498567
"10100 - Tros- og livssynsorganisasjoner";"diakoni";2;0.023933273294326
"3100 - Sykehus og rehabilitering";"diakonissehuset";1;0.091274837278363
"7100 - Interesseorganisasjoner";"diakonistiftelse";1;0.0103968655498567
"4100 - Sosiale tjenester";"diakonistiftelsen";1;0.0182910575487989
"10100 - Tros- og livssynsorganisasjoner";"diakonråd";1;0.0169233798424088
"1100 - Kultur og kunst";"dialekt";2;0.00900247569400143
"1300 - Rekreasjon og sosiale foreninger";"dialekt";1;0.00668465245371969
"13100 - Barne- og ungdomsorganisasjoner";"dialekt";1;0.0124917548724298
"7100 - Interesseorganisasjoner";"dialekt";3;0.0139488588734432
"1100 - Kultur og kunst";"dialektane";4;0.0135835744179968
"13100 - Barne- og ungdomsorganisasjoner";"dialektane";1;0.0133278643691562
"7100 - Interesseorganisasjoner";"dialektane";4;0.0171848268135953
"1100 - Kultur og kunst";"dialektar";1;0.00821809835166093
"1100 - Kultur og kunst";"dialektbruk";1;0.00735049062403712
"7100 - Interesseorganisasjoner";"dialektbruk";1;0.00929923924896211
"1100 - Kultur og kunst";"dialekten";1;0.00821809835166093
"10100 - Tros- og livssynsorganisasjoner";"dialog";3;0.0203715777930824
"1100 - Kultur og kunst";"dialog";3;0.00989256469103946
"4100 - Sosiale tjenester";"dialog";1;0.0127120547093328
"6100 - Lokalsamfunnsutvikling";"dialog";1;0.0111239204008144
"8200 - Frivillighetssentraler";"dialog";1;0.0358841772884724
"9100 - Internasjonale aktiviteter";"dialog";1;0.0173064349777542
"14100 - Mangfold og inkludering";"dialogmøte";1;0.034429254206376
"7100 - Interesseorganisasjoner";"dialogmøte";1;0.00929923924896211
"10100 - Tros- og livssynsorganisasjoner";"dialogsenter";1;0.0169233798424088
"7100 - Interesseorganisasjoner";"dialysepasientar";3;0.0180078993718143
"3400 - Andre helsetjenester";"dialysepasientar sine";2;0.0317466154224581
"7100 - Interesseorganisasjoner";"dialysepasientar sine";2;0.0131511102656344
"1100 - Kultur og kunst";"diandre";2;0.0116221461458349
"1100 - Kultur og kunst";"dickus";1;0.00821809835166093
"1100 - Kultur og kunst";"didrichsen";1;0.00821809835166093
"1100 - Kultur og kunst";"didrichsens";1;0.00821809835166093
"1100 - Kultur og kunst";"diehtie";1;0.00821809835166093
"6100 - Lokalsamfunnsutvikling";"diem";1;0.0160059308170042
"1100 - Kultur og kunst";"diesel";1;0.00735049062403712
"1300 - Rekreasjon og sosiale foreninger";"diesel";1;0.00771877178718831
"7100 - Interesseorganisasjoner";"dietetiske";1;0.0103968655498567
"7100 - Interesseorganisasjoner";"diett";3;0.0180078993718143
"7100 - Interesseorganisasjoner";"dietz";1;0.0103968655498567
"7100 - Interesseorganisasjoner";"differensialdiagnostikk";1;0.0103968655498567
"1200 - Idrett";"differensiert";1;0.00725432086737195
"9100 - Internasjonale aktiviteter";"differently";1;0.0249017963956876
"10100 - Tros- og livssynsorganisasjoner";"difor";4;0.0214065704040773
"1100 - Kultur og kunst";"difor";4;0.0103951635306096
"1200 - Idrett";"difor";1;0.00458803536371672
"12100 - Andre";"difor";1;0.0633896247424229
"1300 - Rekreasjon og sosiale foreninger";"difor";2;0.00771877178718831
"13100 - Barne- og ungdomsorganisasjoner";"difor";2;0.0144242360764963
"4100 - Sosiale tjenester";"difor";1;0.0115682805334842
"7100 - Interesseorganisasjoner";"difor";2;0.00929923924896211
"1100 - Kultur og kunst";"digermulen";1;0.00821809835166093
"6100 - Lokalsamfunnsutvikling";"digerud";1;0.0160059308170042
"1100 - Kultur og kunst";"digital";2;0.0116221461458349
"12100 - Andre";"digitale";1;0.0896464670244755
"1300 - Rekreasjon og sosiale foreninger";"digitale";1;0.00771877178718831
"1100 - Kultur og kunst";"digitalt";1;0.00821809835166093
